City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,jinzhou,41.1078,121.1417,9.65,35,71,2.97,121.1417,121.1417
329,olanchito,15.5,-86.5667,25.91,95,100,0.64,-86.5667,-86.5667
330,aleg,17.0481,-13.9209,39.1,14,34,2.81,-13.9209,-13.9209
331,mount isa,-20.7333,139.5,20.87,56,74,2.06,139.5,139.5
332,choibalsan,48.0667,114.5,-3.03,87,53,2.37,114.5,114.5
333,krasnovishersk,60.4078,57.082,-5.0,99,100,0.79,57.082,57.082
334,selfoss,63.9331,-20.9971,3.91,70,40,4.37,-20.9971,-20.9971
335,ponta delgada,37.7333,-25.6667,20.4,77,40,6.17,-25.6667,-25.6667
336,mount pleasant,32.7941,-79.8626,19.08,97,75,3.09,-79.8626,-79.8626
337,dek'emhare,15.07,39.0475,17.45,81,100,2.23,39.0475,39.0475
338,tauranga,-37.6861,176.1667,17.58,98,99,2.41,176.1667,176.1667
